Item Group ID	Product ID	GTIN	Manufacturer Part Number	Product Name	Product Description	Category	Product Type	Product URL	Image URL	Additional Image URL	Brand	MSRP Price	Sale Price	Stock Status	Condition	Color	Gender	Size	Material	Pattern	Age Group	Shipping Cost	Shipping Weight
	1403885			Aquasilk Silk Rug - 5'1"x7'3"	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from handspun silk in India. An exotic motif is overdyed in a rainbow of brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aquasilk-silk-rug-5-1-x7-3-1403885	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403885_a.jpg		aquasilk	5,800.00		in stock	new	blue		5x7	silk				18.4
	1403555			Aquasilk Silk Rug - 9'x12'5"	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from handspun silk in India. An exotic motif is overdyed in luminous periwinkle and ivory to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aquasilk-silk-rug-9-x12-5-1403555	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403555_a.jpg		aquasilk	13,000.00		in stock	new	blue		9x12	silk				55.9
	1393018			Nu Vibrant Silk & Wool Rug - 8'11"x12'2"	Embodying the extraordinary spirit of the Nu Vibrant collection, this one-of-a-kind silk and wool rug features an interpretive geometric pattern in smoky hues, accented with hints of wheat and lilac. Hand-knotted in Nepal, this rug makes a bold statement through modern design and color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-11-x12-2-1393018	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1393018-nu-vibrant-silk-wool-rug-811x122-a.jpg		nu vibrant	11,000.00		in stock	new	multi		9x12	silk/wool				54.2
	1337519			Color Reform Silk Overdyed Rug - 7'1"x11'1"	This one-of-a-kind rug in rich espresso and taupe is hand-woven in India using a silk and wool blend, and then overdyed to create a remarkable chromatic composition. A unique oxidation process recreates the timeworn beauty of antique carpets, adhering to the wool foundation while leaving the silk threads untouched – transforming the motifs with an exquisitely tactile and distinctive hi-low effect. Vibrant and vivid in its luminosity, each Color Reform Silk piece transforms new, luxurious silk rugs into exotic works of art that feature unique tonalities and patterns brought to life through intense color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/color-reform-silk-wool-rug-7-1-x11-1-1337519	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1337519-color-reform-silk-wool-rug-71x111-a.jpg		color reform silk	12,000.00	0	in stock	new			8x12	silk/wool				39.3
	1354375			Nu Vibrant Silk & Wool Rug - 8'x10'	Handmade in Nepal from silk and wool, this rug features a geometric pattern against a deep aubergine field. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant alight the senses.	brands|nu vibrant	brands|nu vibrant	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-x10-1354375	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1354375-nu-vibrant-silk-wool-rug-8x10-a.jpg		nu vibrant	8,000.00	0	in stock	new	pink		8x10	silk/wool				40
	1393014			Nu Vibrant Silk & Wool Rug - 8'11"x12'3"	Hand-knotted in Nepal from a silk and wool blend, this rug features an abstract pattern in dusty rose accents against a soft wheat field. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant alight the senses.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-11-x12-3-1393014	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1393014-nu-vibrant-silk-wool-rug-811x123-a.jpg		nu vibrant	11,000.00		in stock	new	neutral		9x12	silk/wool				54.6
	1351465			Nu Vibrant Silk & Wool Rug - 8'x10'	Hand-knotted in Nepal from a silk and wool blend, this rug features an abstract linear pattern in wheat, turquoise, and lime accents against a bright cobalt field. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant alight the senses.	brands|nu vibrant	brands|nu vibrant	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-x10-1351465	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1351465-nu-vibrant-silk-wool-rug-8x10-a.jpg		nu vibrant	8,000.00		in stock	new	multi		8x10	silk/wool				40
	1351484			Nu Vibrant Silk & Wool Rug - 8'x10'	Hand-woven in Nepal from a silk and wool blend, this rug features an abstract linear pattern in vibrant berry, crimson, and wheat tonalities. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant alight the senses.	brands|nu vibrant	brands|nu vibrant	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-x10-1351484	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1351484-nu-vibrant-silk-wool-rug-8x10-a.jpg		nu vibrant	8,000.00		in stock	new	multi		8x10	silk/wool				40
	1342482			Prism Silk Rug - 9'x12'	Hand-knotted in Nepal from fine handspun silk, this one-of-a-kind rug features a contemporary composition with wheat, ochre, and charcoal hues that are iterated in a continuous reflection. Evocative of the fleeting nature of refracted light, the unique patterns of the Prism collection emerge from soft illumination and deep shadows.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/prism-silk-rug-9-x12-1342482	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1342482-prism-silk-rug-9x12-a.jpg		prism	11,000.00		in stock	new	multi		9x12	silk				54
	1361753			Prism Silk Rug - 8'x10'	Hand-knotted in Nepal from fine handspun silk, this one-of-a-kind rug features a contemporary composition with wheat, ochre, and charcoal hues that are iterated in a continuous reflection. Evocative of the fleeting nature of refracted light, the unique patterns of the Prism collection emerge from soft illumination and deep shadows.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/prism-silk-rug-8-x10-1361753	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1361753-prism-silk-rug-8x10-a.jpg		prism	8,000.00		in stock	new	multi		8x10	silk				40
	1351489			Nu Vibrant Silk & Wool Rug - 8'x10'	Handwoven in Nepal from a silk and wool blend, this rug features an abstract linear pattern in turquoise, lime and smoky steel hues. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant alight the senses.	brands|nu vibrant	brands|nu vibrant	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-8-x10-1351489	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1351489-nu-vibrant-silk-wool-rug-8x10-a.jpg		nu vibrant	8,000.00		in stock	new	multi		8x10	silk/wool				40
	1418153			Ethos Silk Rug - 6'9"x6'10"	Exotic patterns come alive in vibrant colors in this one-of-a-kind rug, individually hand-knotted from handspun silk in India. An intricate tribal motif is dyed in brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/ethos-silk-rug-6-9-x6-10-1418153	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1418153_a.jpg		ethos	7,400.00		in stock	new	red		square	silk				23.1
	1403540			Ethos Silk Rug - 2'6"x10'10"	Exotic patterns come alive in vibrant colors in this one-of-a-kind rug, individually hand-knotted from handspun silk in India. An intricate tribal motif is overdyed in brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/ethos-silk-rug-2-6-x10-10-1403540	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403540_a.jpg		ethos	3,000.00		in stock	new	multi		runner	silk				13.5
	1418125			Ethos Silk Rug - 8'11"x12'3"	Exotic patterns come alive in vibrant colors in this one-of-a-kind rug, individually hand-knotted from handspun silk in India. An intricate tribal motif is dyed in brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/ethos-silk-rug-8-11-x12-3-1418125	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1418125_a.jpg		ethos	12,000.00		in stock	new	multi		9x12	silk				54.6
	1387501			Nu Vibrant Silk & Wool Rug - 9'x12'	Embodying the innovative spirit of the Nu Vibrant collection, this one-of-a-kind silk and wool rug features a crisp geometric pattern in earthy taupe and umber hues. Hand-knotted in Nepal, this piece makes a bold statement in any room - a fusion of color and high design.	carpet & rugs|contemporary	carpet & rugs|contemporary	https://www.abchome.com/shop/index.php/nu-vibrant-silk-wool-rug-9-x12-1387501	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1387501-nu-vibrant-silk-wool-rug-9x12-a.jpg		nu vibrant	11,000.00		in stock	new	multi		9x12	silk/wool				54
	1402466			Aquasilk Overdyed Rug - 11'6"x14'4"	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from handspun silk in India. Exotic motifs are overdyed in luminous ivory and wheat hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aquasilk-overdyed-rug-11-6-x14-4-1402466	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1402466-aquasilk-silk-rug-116x144-a.jpg		aquasilk	26,400.00		in stock	new	gray		10x14+	silk				24.9
	1403549			Color Reform Silk Overdyed Rug - 3'10"x6'	This one-of-a-kind silk rug in a soft lilac hue is handwoven in India using handspun silk and then overdyed to create a remarkable chromatic composition. Vibrant and vivid in its luminosity, each Color Reform Silk piece transforms new, luxurious silk rugs into exotic works of art that feature unique tonalities and patterns brought to life through intense color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/color-reform-silk-silk-rug-3-10-x6-1403549	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403549_a.jpg		color reform silk	2,700.00		in stock	new	purple		4x6	silk				11.5
	1403880			Aura Silk Rug - 6'2"x9'1"	Inspired by the ancient Indian art of color meditation, this Aura rug features a traditional pattern that is reinvented through color and design. Hand-knotted in India from master artisans, this one-of-a-kind piece is woven from recycled sari silk.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aura-silk-rug-6-2-x9-1-1403880	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403880_a.jpg		aura	8,900.00		in stock	new	brown		6x9	silk				28
	1403460			Aura Silk Rug - 7'6"x10'	Inspired by the ancient Indian art of color meditation, this Aura rug features a traditional pattern that is reinvented through color and design. Hand-knotted in India from master artisans, this one-of-a-kind piece is woven from recycled sari silk.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aura-silk-rug-7-6-x10-1403460	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403460_a.jpg		aura	9,400.00		in stock	new	gray		8x10	silk				37.5
	1403524			Ethos Silk Rug - 2'8"x10'10"	Exotic patterns come alive in vibrant colors in this one-of-a-kind rug, individually hand-knotted from handspun silk in India. An intricate tribal motif is overdyed in brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/ethos-silk-rug-2-8-x10-10-1403524	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403524_a.jpg		ethos	3,100.00		in stock	new	multi		runner	silk				14.4
	1403522			Ethos Silk Runner - 2'11"x12'7"	Exotic patterns come alive in vibrant colors in this one-of-a-kind runner, individually hand-knotted from handspun silk in India. An intricate tribal motif is dyed in brilliant hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	brands|ethos	brands|ethos	https://www.abchome.com/shop/index.php/ethos-silk-runner-2-11-x12-7-1403522	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403522_a.jpg		ethos	4,000.00		in stock	new	multi		runner	silk				18.4
	1402498			Chimera Silk Rug - 9'7"x10'	Amber hues meld together, bringing to life a golden phoenix on this  silk rug. Washed in a vibrant palette, the exotic patterns  recreate ancient Chinese lore in captivating hues. A fascinating canvas, Chimera offers soulful reinterpretations of traditional design, transformed for the modern home.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/chimera-silk-rug-9-7-x10-1402498	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1402498-color-reform-silk-rug-97x10-a.jpg		chimera	15,300.00	0	in stock	new	multi		square	silk				47.9
	1403416			Color Reform Silk Overdyed Runner - 2'4"x11'7"	This one-of-a-kind silk runner in a smoky blue-gray hue is handwoven in India using handspun silk and then overdyed to create a remarkable chromatic composition. Vibrant and vivid in its luminosity, each Color Reform Silk piece transforms new, luxurious silk rugs into exotic works of art that feature unique tonalities and patterns brought to life through intense color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/color-reform-silk-silk-runner-2-4-x11-7-1403416	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403416-color-reform-silk-silk-rug-24x117-a.jpg		color reform silk	3,900.00	0	in stock	new	blue		runner	silk				13.5
	1403361			Aura Silk Runner - 2'4"x9'9"	Inspired by the ancient Indian art of color meditation, this Aura rug features a traditional pattern that is reinvented through color and design. Hand-knotted in India from master artisans, this one-of-a-kind piece is woven from recycled sari silk.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aura-silk-runner-2-4-x9-9-1403361	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403361-aura-silk-rug-24x99-a.jpg		aura	2,800.00	0	in stock	new	pink		runner	silk				11.4
	1403362			Aura Silk Runner - 2'6"x9'9"	Inspired by the ancient Indian art of color meditation, this Aura rug features a traditional pattern that is reinvented through color and design. Hand-knotted in India from master artisans, this one-of-a-kind piece is woven from recycled sari silk.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aura-silk-runner-2-6-x9-9-1403362	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403362-aura-silk-rug-26x99-a.jpg		aura	3,000.00		in stock	new	pink		runner	silk				12.2
	1349040			Aquasilk Overdyed Rug - 8'7"x12'	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from the finest quality handspun silk in India. Traditional motifs are overdyed in turquoise hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	abc om|deepak chopra|create sacred space	abc om|deepak chopra|create sacred space	https://www.abchome.com/shop/index.php/aquasilk-silk-rug-9-8-x14-4-1349040	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1349040-ethos-recycled-silk-rug-87-x-12-a.jpg		aquasilk	15,600.00		in stock	new	blue		9x12	silk				52
	1352894			Samoke Wool Rug - 8'8"x11'11"	A smoldering blend of smoky hues and abstract design defines the Samoke collection, a reinvention of traditional motifs. Hand-knotted in India, each one-of-a-kind rug is infused with desaturated color combinations. Distinctive, with a touch of the ethereal, the Samoke collection embodies the exotic Samode palaces of Jaipur.	carpet & rugs|classic	carpet & rugs|classic	https://www.abchome.com/shop/index.php/samoke-traditional-silk-rug-8-8-x-11-11-1352894	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1352894-samoke-traditional-silk-rug-88-x-1111-a.jpg		samoke	14,000.00		in stock	new	gray		9x12	silk/wool				34.4
	1367458			Aquasilk Silk Rug - 8'4"x12'10"	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from handspun silk in India. An bold floral motif is overdyed in fuchsia and navy hues to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	sale|carpet & rugs	sale|carpet & rugs	https://www.abchome.com/shop/index.php/aquasilk-silk-rug-8-4-x12-10-1367458	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1367458-aquasilk-silk-rug-84x1210-a.jpg		aquasilk	13,400.00	0	in stock	new	pink		9x12	silk				58.5
	1367469			Aquasilk Overdyed Rug - 12'x12'10"	Inspired by the tranquil beauty of the ocean, this one-of-a-kind rug is individually hand-knotted from handspun silk in India. An intricate motif of flowering vines is overdyed in ochre hues with hints of magenta to form a mesmerizing composition of iridescent patterns. Evocative of poetic watercolor paintings, this piece combines the artistry of traditional techniques with the contemporary design of translucent color.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/aquasilk-overdyed-rug-12-x12-10-1367469	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1367469-aquasilk-silk-rug-12x1210-a.jpg		aquasilk	19,300.00		in stock	new	brown		square	silk				78
	1414965			Color Reform Patchwork Wool Rug - 8'5"x11'6"	Handwoven in Turkey, this Color Reform Patchwork is a chromatic reincarnation of a classic Turkish rug. Patches of vintage carpets are meticulously hand-stitched together by local artisans, each trained to source and interweave each fragment into a contemporary collage. Neutralized of their original colors, these rugs are overdyed in a spectrum of modern hues that breathe new life into the original designs.	sale|carpet & rugs	sale|carpet & rugs	https://www.abchome.com/shop/index.php/color-reform-patchwork-wool-rug-8-5-x11-6-1414965	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1414965-color-reform-patchwork-wool-rug-85x116-a.jpg		color reform patchwork	4,900.00	0	in stock	new	orange		9x12	wool				48.4
	1414973			Color Reform Patchwork Wool Rug - 8'5"x11'5"	Handwoven in Turkey, this Color Reform Patchwork is a chromatic reincarnation of a classic Turkish rug. Patches of vintage carpets are meticulously hand-stitched together by local artisans, each trained to source and interweave each fragment into a contemporary collage. Neutralized of their original colors, these rugs are overdyed in a spectrum of modern hues that breathe new life into the original designs.	sale|carpet & rugs	sale|carpet & rugs	https://www.abchome.com/shop/index.php/color-reform-patchwork-wool-rug-8-5-x11-5-1414973	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1414973-color-reform-patchwork-wool-rug-85x115-a.jpg		color reform patchwork	4,900.00	0	in stock	new	yellow		9x12	wool				48.4
